Country,CountryCode,Area (km2),Economic Status (World Bank),World Region,EnergyUse_2004 (kg oil equiv per capita),Year,Population,Births,Deaths,GDP ($US),MilitaryExpenditure_2005 (%GDP),Life Expectancy (male),Life Expectancy (female),Infant Deaths (male),Infant Deaths (female)
Tajikistan,TJK,142700,Low income,Europe and Central Asia,515.6650061,2006,6944062,190128,49719,2811461376,,61.2,67.4,4889,3667
East Timor,TMP,14609,Low income,East Asia and Pacific,,2006,1062777,28684,6632,356000000,,64,68.7,764,552
Thailand,THA,511770,Lower middle income,East Asia and Pacific,1524.029212,2006,64631595,896440,455006,2.06E+11,1.145243954,70,74.7,9560,7912
Togo,TGO,54385,Low income,Sub-Saharan Africa,448.8693102,2006,5548702,205357,54544,2206123776,1.575856347,55.4,59.5,7102,5349
Tonga,TON,718,Lower middle income,East Asia and Pacific,,2006,114689,2910,606,222949600,,67.3,72.5,21,15
Trinidad and Tobago,TTO,5128,High income: nonOECD,Latin America and Caribbean,8675.124317,2006,1065842,13749,11266,19911223296,,65.7,67.9,189,155
Tanzania,TZA,886037,Low income,Sub-Saharan Africa,499.8666418,2006,38568534,1418551,538417,12783767552,1.030188988,48.5,50.9,57849,45705
Tunisia,TUN,155360,Lower middle income,Middle East and North Africa,876.2232693,2006,10175014,157916,52198,30298490880,1.490499206,73.4,77,2180,1585
Turkey,TUR,770760,Upper middle income,Europe and Central Asia,1151.163567,2006,70413958,1170280,420371,4.03E+11,3.225682441,70.2,75.2,25928,20520
Turkmenistan,TKM,488100,Lower middle income,Europe and Central Asia,3264.786113,2006,5014737,128578,31342,10496479232,,64.9,71.2,3936,3163
Uganda,UGA,199710,Low income,Sub-Saharan Africa,,2006,29206503,1404541,380561,9321924608,,50.1,51.9,51310,44887
Ukraine,UKR,603700,Lower middle income,Europe and Central Asia,2958.052911,2006,46620334,434968,757580,1.06E+11,2.355862001,62.1,73.6,2691,1546
United Arab Emirates,ARE,83600,High income: nonOECD,Middle East and North Africa,10141.89815,2006,4265914,68809,9300, ,1.92702949,73,78.1,575,385
United Kingdom,GBR,241590,High income: OECD,Europe and Central Asia,3905.602639,2006,60609153,649124,613971,2.35E+12,2.592997526,76.1,81.1,1888,1410
United States,USA,9161923,High income: OECD,North America,7920.46381,2006,298444215,4220001,2465149,1.32E+13,4.083991401,75,80.8,15316,11819
Uruguay,URY,173620,Upper middle income,Latin America and Caribbean,867.1206506,2006,3442945,50370,31641,19307696128,1.384048371,72.5,79.1,357,267
Uzbekistan,UZB,425400,Low income,Europe and Central Asia,2087.580969,2006,27307134,719816,214088,17178415104,,61.2,68.1,27334,23046
Vanuatu,VUT,12200,Lower middle income,East Asia and Pacific,,2006,208869,4746,1633,387506304,,61.3,64.4,137,118
Venezuela,VEN,882050,Upper middle income,Latin America and Caribbean,2149.423968,2006,25641462,551548,129746,1.82E+11,1.107245447,70.1,76.3,7533,5164
Vietnam,VNM,325360,Low income,East Asia and Pacific,612.1779751,2006,84402966,1423034,524986,60883820544,,68,73.8,18793,16982
Virgin Islands (U.S.),VIR,346,High income: nonOECD,Latin America and Caribbean,,2006,108605,1516,698, ,,75.2,83.1,7,5
Yemen,YEM,527970,Low income,Middle East and North Africa,313.3400107,2006,21474477,920611,178023,19056695296,5.042132976,60.2,64.1,30319,24485
Zambia,ZMB,740724,Low income,Sub-Saharan Africa,604.8496344,2006,11288253,463157,245520,10907087872,,38,38.1,24403,22130
Zimbabwe,ZWE,386670,Low income,Sub-Saharan Africa,718.9848407,2006,12236805,342753,267252,5010452480,,40.4,38.2,9468,8256
